TARGET_ECOREGION,TRAIN_ECOREGION,MODEL,METRIC,TARGET,SCORE
Blue Mountains,Cascades,ElasticNet,rmse,TOTAL_COVER,24.413535648399346
Blue Mountains,Cascades,ElasticNet,rmse,TOPHT,24.66284857607294
Blue Mountains,Cascades,ElasticNet,rmse,BA,93.46640703017147
Blue Mountains,Cascades,ElasticNet,rmse,QMD,8.573537692274131
Blue Mountains,Cascades,ElasticNet,rmse,GS_TPA,169.83143732294064
Blue Mountains,Cascades,ElasticNet,rmse,ABOVEGROUND_LIVE_CARBON,28.644956768072667
Blue Mountains,Cascades,ElasticNet,nrmse,TOTAL_COVER,0.7775806518154808
Blue Mountains,Cascades,ElasticNet,nrmse,TOPHT,0.35171563075811346
Blue Mountains,Cascades,ElasticNet,nrmse,BA,1.1313849208793902
Blue Mountains,Cascades,ElasticNet,nrmse,QMD,0.5803416806977454
Blue Mountains,Cascades,ElasticNet,nrmse,GS_TPA,2.1695431196250254
Blue Mountains,Cascades,ElasticNet,nrmse,ABOVEGROUND_LIVE_CARBON,1.3083177405069855
Blue Mountains,Cascades,ElasticNet,mae,TOTAL_COVER,20.709829835590334
Blue Mountains,Cascades,ElasticNet,mae,TOPHT,19.560041941183165
Blue Mountains,Cascades,ElasticNet,mae,BA,80.12331533516142
Blue Mountains,Cascades,ElasticNet,mae,QMD,7.424578698442533
Blue Mountains,Cascades,ElasticNet,mae,GS_TPA,157.0139388100323
Blue Mountains,Cascades,ElasticNet,mae,ABOVEGROUND_LIVE_CARBON,22.381178322649173
Blue Mountains,Cascades,ElasticNet,mape,TOTAL_COVER,0.659616174177616
Blue Mountains,Cascades,ElasticNet,mape,TOPHT,0.27894476454243483
Blue Mountains,Cascades,ElasticNet,mape,BA,0.9698704985182925
Blue Mountains,Cascades,ElasticNet,mape,QMD,0.5025687919013407
Blue Mountains,Cascades,ElasticNet,mape,GS_TPA,2.005803613277881
Blue Mountains,Cascades,ElasticNet,mape,ABOVEGROUND_LIVE_CARBON,1.0222285510868467
Blue Mountains,Cascades,ElasticNet,bias,TOTAL_COVER,11.601319242033279
Blue Mountains,Cascades,ElasticNet,bias,TOPHT,-2.1055127310510318
Blue Mountains,Cascades,ElasticNet,bias,BA,23.856621402061144
Blue Mountains,Cascades,ElasticNet,bias,QMD,-7.393526739471749
Blue Mountains,Cascades,ElasticNet,bias,GS_TPA,156.10254374248038
Blue Mountains,Cascades,ElasticNet,bias,ABOVEGROUND_LIVE_CARBON,-6.419566099322133
Blue Mountains,Cascades,ElasticNet,rel_bias,TOTAL_COVER,-0.36950655194145005
Blue Mountains,Cascades,ElasticNet,rel_bias,TOPHT,0.03002661010493736
Blue Mountains,Cascades,ElasticNet,rel_bias,BA,-0.2887777820399972
Blue Mountains,Cascades,ElasticNet,rel_bias,QMD,0.5004668887308092
Blue Mountains,Cascades,ElasticNet,rel_bias,GS_TPA,-1.994160828353983
Blue Mountains,Cascades,ElasticNet,rel_bias,ABOVEGROUND_LIVE_CARBON,0.29320456938031114
Blue Mountains,Cascades,Lasso,rmse,TOTAL_COVER,24.191069346942555
Blue Mountains,Cascades,Lasso,rmse,TOPHT,24.986906671439236
Blue Mountains,Cascades,Lasso,rmse,BA,94.47795511285058
Blue Mountains,Cascades,Lasso,rmse,QMD,8.826376563334053
Blue Mountains,Cascades,Lasso,rmse,GS_TPA,168.11555486964738
Blue Mountains,Cascades,Lasso,rmse,ABOVEGROUND_LIVE_CARBON,29.149279338523815
Blue Mountains,Cascades,Lasso,nrmse,TOTAL_COVER,0.7704950131687452
Blue Mountains,Cascades,Lasso,nrmse,TOPHT,0.35633700679513
